,Unnamed: 0,ts_code,trade_date,open,close,high,low,pre_close,change,pct_chg,swing,vol
1899,1899,SPX,20160909,2169.08,2127.81,2169.08,2127.81,2181.3,-53.49,-2.45,1.89,733227.07
1898,1898,SPX,20160912,2120.86,2159.04,2163.3,2119.12,2127.81,31.23,1.47,2.08,678673.13
1897,1897,SPX,20160913,2150.47,2127.02,2150.47,2120.27,2159.04,-32.02,-1.48,1.4,671922.13
1896,1896,SPX,20160914,2127.86,2125.77,2141.33,2119.9,2127.02,-1.25,-0.06,1.01,613056.88
1895,1895,SPX,20160915,2125.36,2147.26,2151.31,2122.36,2125.77,21.49,1.01,1.36,582039.07
1894,1894,SPX,20160916,2146.48,2139.16,2146.48,2131.2,2147.26,-8.1,-0.38,0.71,1474359.0
1893,1893,SPX,20160919,2143.99,2139.12,2153.61,2135.91,2139.16,-0.04,0.0,0.83,513135.0
1892,1892,SPX,20160920,2145.94,2139.76,2150.8,2139.17,2139.12,0.64,0.03,0.54,484990.0
1891,1891,SPX,20160921,2144.58,2163.12,2165.11,2139.57,2139.76,23.36,1.09,1.19,584044.94
1890,1890,SPX,20160922,2170.94,2177.18,2179.99,2170.94,2163.12,14.06,0.65,0.42,521694.07
1889,1889,SPX,20160923,2173.29,2164.69,2173.75,2163.97,2177.18,-12.49,-0.57,0.45,520708.0
1888,1888,SPX,20160926,2158.54,2146.1,2158.54,2145.04,2164.69,-18.59,-0.86,0.62,517726.07
1887,1887,SPX,20160927,2146.04,2159.93,2161.13,2141.55,2146.1,13.83,0.64,0.91,534092.07
1886,1886,SPX,20160928,2161.85,2171.37,2172.4,2151.79,2159.93,11.44,0.53,0.95,558056.88
1885,1885,SPX,20160929,2168.9,2151.13,2172.67,2145.2,2171.37,-20.24,-0.93,1.27,616761.94
1884,1884,SPX,20160930,2156.51,2168.27,2175.3,2156.51,2151.13,17.14,0.8,0.87,809084.94
1883,1883,SPX,20161003,2164.33,2161.2,2164.41,2154.77,2168.27,-7.07,-0.33,0.44,514417.0
1882,1882,SPX,20161004,2163.37,2150.49,2165.46,2144.01,2161.2,-10.71,-0.5,0.99,562929.94
1881,1881,SPX,20161005,2155.15,2159.73,2163.95,2155.15,2150.49,9.24,0.43,0.41,599657.0
1880,1880,SPX,20161006,2158.22,2160.77,2162.93,2150.28,2159.73,1.04,0.05,0.59,517702.88
1879,1879,SPX,20161007,2164.19,2153.74,2165.86,2144.85,2160.77,-7.03,-0.33,0.97,620210.94
1878,1878,SPX,20161010,2160.39,2163.66,2169.6,2160.39,2153.74,9.92,0.46,0.43,452832.07
1877,1877,SPX,20161011,2161.35,2136.73,2161.56,2128.84,2163.66,-26.93,-1.24,1.51,576873.07
1876,1876,SPX,20161012,2137.67,2139.18,2145.36,2132.77,2136.73,2.45,0.11,0.59,458982.94
1875,1875,SPX,20161013,2130.26,2132.55,2138.19,2114.72,2139.18,-6.63,-0.31,1.1,561304.94
1874,1874,SPX,20161014,2139.68,2132.98,2149.19,2132.98,2132.55,0.43,0.02,0.76,548992.94
1873,1873,SPX,20161017,2132.95,2126.5,2135.61,2124.43,2132.98,-6.48,-0.3,0.52,479259.07
1872,1872,SPX,20161018,2138.31,2139.6,2144.38,2135.49,2126.5,13.1,0.62,0.42,475279.07
1871,1871,SPX,20161019,2140.81,2144.29,2148.44,2138.15,2139.6,4.69,0.22,0.48,544371.13
1870,1870,SPX,20161020,2142.51,2141.34,2147.18,2133.44,2144.29,-2.95,-0.14,0.64,571361.07
1869,1869,SPX,20161021,2139.43,2141.16,2142.63,2130.09,2141.34,-0.18,-0.01,0.59,654860.13
1868,1868,SPX,20161024,2148.5,2151.33,2154.79,2146.91,2141.16,10.17,0.47,0.37,523563.94
1867,1867,SPX,20161025,2149.72,2143.16,2151.44,2141.93,2151.33,-8.17,-0.38,0.44,530792.0
1866,1866,SPX,20161026,2136.97,2139.43,2145.73,2131.59,2143.16,-3.73,-0.17,0.66,562086.94
1865,1865,SPX,20161027,2144.06,2133.04,2147.13,2132.52,2139.43,-6.39,-0.3,0.68,614708.0
1864,1864,SPX,20161028,2132.23,2126.41,2140.72,2119.36,2133.04,-6.63,-0.31,1.0,641366.94
1863,1863,SPX,20161031,2129.78,2126.15,2133.25,2125.53,2126.41,-0.26,-0.01,0.36,673262.94
1862,1862,SPX,20161101,2128.68,2111.72,2131.45,2097.85,2126.15,-14.43,-0.68,1.58,712604.0
1861,1861,SPX,20161102,2109.43,2097.94,2111.76,2094.0,2111.72,-13.78,-0.65,0.84,641501.0
1860,1860,SPX,20161103,2098.8,2088.66,2102.56,2085.23,2097.94,-9.28,-0.44,0.83,593008.07
1859,1859,SPX,20161104,2083.79,2085.18,2099.07,2083.79,2088.66,-3.48,-0.17,0.73,624672.13
1858,1858,SPX,20161107,2100.59,2131.52,2132.0,2100.59,2085.18,46.34,2.22,1.51,608621.13
1857,1857,SPX,20161108,2129.92,2139.56,2146.87,2123.56,2131.52,8.04,0.38,1.09,556634.07
1856,1856,SPX,20161109,2131.56,2163.26,2170.1,2125.35,2139.56,23.7,1.11,2.09,992770.0
1855,1855,SPX,20161110,2167.49,2167.48,2182.3,2151.17,2163.26,4.22,0.2,1.44,997867.94
1854,1854,SPX,20161111,2162.71,2164.45,2165.92,2152.49,2167.48,-3.03,-0.14,0.62,734601.07
1853,1853,SPX,20161114,2165.64,2164.2,2171.36,2156.08,2164.45,-0.25,-0.01,0.71,798241.94
1852,1852,SPX,20161115,2168.29,2180.39,2180.84,2166.38,2164.2,16.19,0.75,0.67,683976.07
1851,1851,SPX,20161116,2177.53,2176.94,2179.22,2172.2,2180.39,-3.45,-0.16,0.32,569326.88
1850,1850,SPX,20161117,2178.61,2187.12,2188.06,2176.65,2176.94,10.18,0.47,0.52,569018.07
1849,1849,SPX,20161118,2186.85,2181.9,2189.89,2180.38,2187.12,-5.22,-0.24,0.43,670518.07
1848,1848,SPX,20161121,2186.43,2198.18,2198.7,2186.43,2181.9,16.28,0.75,0.56,571010.0
1847,1847,SPX,20161122,2201.56,2202.94,2204.8,2194.51,2198.18,4.76,0.22,0.47,593601.07
1846,1846,SPX,20161123,2198.55,2204.72,2204.72,2194.51,2202.94,1.78,0.08,0.46,523778.07
1845,1845,SPX,20161125,2206.27,2213.35,2213.35,2206.27,2204.72,8.63,0.39,0.32,261974.13
1844,1844,SPX,20161128,2210.21,2201.72,2211.14,2200.36,2213.35,-11.63,-0.53,0.49,562044.94
1843,1843,SPX,20161129,2200.76,2204.66,2210.46,2198.15,2201.72,2.94,0.13,0.56,578282.94
1842,1842,SPX,20161130,2204.97,2198.81,2214.1,2198.81,2204.66,-5.85,-0.27,0.69,1055352.0
1841,1841,SPX,20161201,2200.17,2191.08,2202.6,2187.44,2198.81,-7.73,-0.35,0.69,742047.13
1840,1840,SPX,20161202,2191.12,2191.95,2197.95,2188.37,2191.08,0.87,0.04,0.44,587430.94
1839,1839,SPX,20161205,2200.65,2204.71,2209.42,2199.97,2191.95,12.76,0.58,0.43,2353018.0
1838,1838,SPX,20161206,2207.26,2212.23,2212.78,2202.21,2204.71,7.52,0.34,0.48,2170130.0
1837,1837,SPX,20161207,2210.72,2241.35,2241.63,2208.93,2212.23,29.12,1.32,1.48,2734847.0
1836,1836,SPX,20161208,2241.13,2246.19,2251.69,2237.57,2241.35,4.84,0.22,0.63,2436820.0
1835,1835,SPX,20161209,2249.73,2259.53,2259.8,2249.23,2246.19,13.34,0.59,0.47,2200678.0
1834,1834,SPX,20161212,2258.83,2256.96,2264.03,2252.37,2259.53,-2.57,-0.11,0.52,2358393.0
1833,1833,SPX,20161213,2263.32,2271.72,2277.53,2263.32,2256.96,14.76,0.65,0.63,2311255.0
1832,1832,SPX,20161214,2268.35,2253.28,2276.2,2248.44,2271.72,-18.44,-0.81,1.22,2660459.0
1831,1831,SPX,20161215,2253.77,2262.03,2272.12,2253.77,2253.28,8.75,0.39,0.81,2428153.0
1830,1830,SPX,20161216,2266.81,2258.07,2268.05,2254.24,2262.03,-3.96,-0.18,0.61,3710588.0
1829,1829,SPX,20161219,2259.24,2262.53,2267.47,2258.21,2258.07,4.46,0.2,0.41,1855781.0
1828,1828,SPX,20161220,2266.5,2270.76,2272.56,2266.14,2262.53,8.23,0.36,0.28,1797798.0
1827,1827,SPX,20161221,2270.54,2265.18,2271.23,2265.15,2270.76,-5.58,-0.25,0.27,1585087.0
1826,1826,SPX,20161222,2262.93,2260.96,2263.18,2256.08,2265.18,-4.22,-0.19,0.31,1713661.0
1825,1825,SPX,20161223,2260.25,2263.79,2263.79,2258.84,2260.96,2.83,0.13,0.22,1082067.0
1824,1824,SPX,20161227,2266.23,2268.88,2273.82,2266.15,2263.79,5.09,0.22,0.34,1090974.0
1823,1823,SPX,20161228,2270.23,2249.92,2271.31,2249.11,2268.88,-18.96,-0.84,0.98,1343528.0
1822,1822,SPX,20161229,2249.5,2249.26,2254.51,2244.56,2249.92,-0.66,-0.03,0.44,1264830.0
1821,1821,SPX,20161230,2251.61,2238.83,2253.58,2233.62,2249.26,-10.43,-0.46,0.89,1580595.0
1820,1820,SPX,20170103,2251.57,2257.83,2263.88,2245.13,2238.83,19.0,0.85,0.84,2318947.0
1819,1819,SPX,20170104,2261.6,2270.75,2272.82,2261.6,2257.83,12.92,0.57,0.5,2097360.0
1818,1818,SPX,20170105,2268.18,2269.0,2271.5,2260.45,2270.75,-1.75,-0.08,0.49,2187189.0
1817,1817,SPX,20170106,2271.14,2276.98,2282.1,2264.06,2269.0,7.98,0.35,0.8,1957181.0
1816,1816,SPX,20170109,2273.59,2268.9,2275.49,2268.9,2276.98,-8.08,-0.35,0.29,1914652.0
1815,1815,SPX,20170110,2269.72,2268.9,2279.27,2265.27,2268.9,0.0,0.0,0.62,2138024.0
1814,1814,SPX,20170111,2268.6,2275.32,2275.32,2260.83,2268.9,6.42,0.28,0.64,2118289.0
1813,1813,SPX,20170112,2271.14,2270.44,2271.78,2254.25,2275.32,-4.88,-0.21,0.77,1937385.0
1812,1812,SPX,20170113,2272.74,2274.64,2278.68,2271.51,2270.44,4.2,0.18,0.32,1780997.0
1811,1811,SPX,20170117,2269.14,2267.89,2272.08,2262.81,2274.64,-6.75,-0.3,0.41,2212200.0
1810,1810,SPX,20170118,2269.14,2271.89,2272.01,2263.35,2267.89,4.0,0.18,0.38,1998643.0
1809,1809,SPX,20170119,2271.9,2263.69,2274.33,2258.41,2271.89,-8.2,-0.36,0.7,2041282.0
1808,1808,SPX,20170120,2269.96,2271.31,2276.96,2265.01,2263.69,7.62,0.34,0.53,2311814.0
1807,1807,SPX,20170123,2267.78,2265.2,2271.78,2257.02,2271.31,-6.11,-0.27,0.65,1990552.0
1806,1806,SPX,20170124,2267.88,2280.07,2284.63,2266.68,2265.2,14.87,0.66,0.79,2229227.0
1805,1805,SPX,20170125,2288.88,2298.37,2299.55,2288.88,2280.07,18.3,0.8,0.47,2461512.0
1804,1804,SPX,20170126,2298.63,2296.68,2300.99,2294.08,2298.37,-1.69,-0.07,0.3,2333681.0
1803,1803,SPX,20170127,2299.02,2294.69,2299.02,2291.62,2296.68,-1.99,-0.09,0.32,1999261.0
1802,1802,SPX,20170130,2286.01,2280.9,2286.01,2268.04,2294.69,-13.79,-0.6,0.78,2108083.0
1801,1801,SPX,20170131,2274.02,2278.87,2279.09,2267.21,2280.9,-2.03,-0.09,0.52,2555320.0
1800,1800,SPX,20170201,2285.59,2279.55,2289.14,2272.44,2278.87,0.68,0.03,0.73,2478979.0
1799,1799,SPX,20170202,2276.69,2280.85,2283.97,2271.65,2279.55,1.3,0.06,0.54,2321960.0
1798,1798,SPX,20170203,2288.54,2297.42,2298.31,2287.88,2280.85,16.57,0.73,0.46,2208634.0
1797,1797,SPX,20170206,2294.28,2292.56,2296.18,2288.57,2297.42,-4.86,-0.21,0.33,1902540.0
1796,1796,SPX,20170207,2295.87,2293.08,2299.4,2290.16,2292.56,0.52,0.02,0.4,2079166.0
1795,1795,SPX,20170208,2289.55,2294.67,2295.91,2285.38,2293.08,1.59,0.07,0.46,2113479.0
1794,1794,SPX,20170209,2296.7,2307.87,2311.08,2296.61,2294.67,13.2,0.58,0.63,2118564.0
1793,1793,SPX,20170210,2312.27,2316.1,2319.23,2311.1,2307.87,8.23,0.36,0.35,2067124.0
1792,1792,SPX,20170213,2321.72,2328.25,2331.58,2321.42,2316.1,12.15,0.52,0.44,1958736.0
1791,1791,SPX,20170214,2326.12,2337.58,2337.58,2322.17,2328.25,9.33,0.4,0.66,2161361.0
1790,1790,SPX,20170215,2335.58,2349.25,2351.3,2334.81,2337.58,11.67,0.5,0.71,2251620.0
1789,1789,SPX,20170216,2349.64,2347.22,2351.31,2338.87,2349.25,-2.03,-0.09,0.53,2086044.0
1788,1788,SPX,20170217,2343.01,2351.16,2351.16,2339.58,2347.22,3.94,0.17,0.49,2119431.0
1787,1787,SPX,20170221,2354.91,2365.38,2366.71,2354.91,2351.16,14.22,0.6,0.5,2108632.0
1786,1786,SPX,20170222,2361.11,2362.82,2365.13,2358.34,2365.38,-2.56,-0.11,0.29,1953850.0
1785,1785,SPX,20170223,2367.5,2363.81,2368.26,2355.09,2362.82,0.99,0.04,0.56,2200797.0
1784,1784,SPX,20170224,2355.73,2367.34,2367.34,2352.87,2363.81,3.53,0.15,0.61,2190395.0
1783,1783,SPX,20170227,2365.23,2369.75,2371.54,2361.87,2367.34,2.41,0.1,0.41,1881304.0
1782,1782,SPX,20170228,2366.08,2363.64,2367.79,2358.96,2369.75,-6.11,-0.26,0.37,2538169.0
1781,1781,SPX,20170301,2380.13,2395.96,2400.98,2380.13,2363.64,32.32,1.37,0.88,2575918.0
1780,1780,SPX,20170302,2394.75,2381.92,2394.75,2380.17,2395.96,-14.04,-0.59,0.61,2120548.0
1779,1779,SPX,20170303,2380.92,2383.12,2383.89,2375.39,2381.92,1.2,0.05,0.36,1832913.0
1778,1778,SPX,20170306,2375.23,2375.31,2378.8,2367.98,2383.12,-7.81,-0.33,0.45,1888989.0
1777,1777,SPX,20170307,2370.74,2368.39,2375.12,2365.51,2375.31,-6.92,-0.29,0.4,1912964.0
1776,1776,SPX,20170308,2369.81,2362.98,2373.09,2361.01,2368.39,-5.41,-0.23,0.51,2085506.0
1775,1775,SPX,20170309,2363.49,2364.87,2369.08,2354.54,2362.98,1.89,0.08,0.62,2019165.0
1774,1774,SPX,20170310,2372.52,2372.6,2376.86,2363.04,2364.87,7.73,0.33,0.58,2017930.0
1773,1773,SPX,20170313,2371.56,2373.47,2374.42,2368.52,2372.6,0.87,0.04,0.25,1822264.0
1772,1772,SPX,20170314,2368.55,2365.45,2368.55,2358.18,2373.47,-8.02,-0.34,0.44,1685090.0
1771,1771,SPX,20170315,2370.34,2385.26,2390.01,2368.94,2365.45,19.81,0.84,0.89,2124878.0
1770,1770,SPX,20170316,2387.71,2381.38,2388.1,2377.18,2385.26,-3.88,-0.16,0.46,1878039.0
1769,1769,SPX,20170317,2383.71,2378.25,2385.71,2377.64,2381.38,-3.13,-0.13,0.34,3398205.0
1768,1768,SPX,20170320,2378.24,2373.47,2379.55,2369.66,2378.25,-4.78,-0.2,0.42,1822463.0
1767,1767,SPX,20170321,2379.32,2344.02,2381.93,2341.9,2373.47,-29.45,-1.24,1.69,2637088.0
1766,1766,SPX,20170322,2343.0,2348.45,2351.81,2336.45,2344.02,4.43,0.19,0.66,2138555.0
1765,1765,SPX,20170323,2345.97,2345.96,2358.92,2342.13,2348.45,-2.49,-0.11,0.71,1918717.0
1764,1764,SPX,20170324,2350.42,2343.98,2356.22,2335.74,2345.96,-1.98,-0.08,0.87,1920254.0
1763,1763,SPX,20170327,2329.11,2341.59,2344.9,2322.25,2343.98,-2.39,-0.1,0.97,1931760.0
1762,1762,SPX,20170328,2339.79,2358.57,2363.78,2337.63,2341.59,16.98,0.73,1.12,1951314.0
1761,1761,SPX,20170329,2356.54,2361.13,2363.36,2352.94,2358.57,2.56,0.11,0.44,1734143.0
1760,1760,SPX,20170330,2361.31,2368.06,2370.42,2358.58,2361.13,6.93,0.29,0.5,1848896.0
1759,1759,SPX,20170331,2364.82,2362.72,2370.35,2362.6,2368.06,-5.34,-0.23,0.33,1997044.0
1758,1758,SPX,20170403,2362.34,2358.84,2365.87,2344.73,2362.72,-3.88,-0.16,0.89,2182258.0
1757,1757,SPX,20170404,2354.76,2360.16,2360.53,2350.72,2358.84,1.32,0.06,0.42,1820405.0
1756,1756,SPX,20170405,2366.59,2352.95,2378.36,2350.52,2360.16,-7.21,-0.31,1.18,2104798.0
1755,1755,SPX,20170406,2353.79,2357.49,2364.16,2348.9,2352.95,4.54,0.19,0.65,1936974.0
1754,1754,SPX,20170407,2356.59,2355.54,2363.76,2350.74,2357.49,-1.95,-0.08,0.55,1730732.0
1753,1753,SPX,20170410,2357.16,2357.16,2366.37,2351.5,2355.54,1.62,0.07,0.63,1620329.0
1752,1752,SPX,20170411,2353.92,2353.78,2355.22,2337.25,2357.16,-3.38,-0.14,0.76,1817530.0
1751,1751,SPX,20170412,2352.15,2344.93,2352.72,2341.18,2353.78,-8.85,-0.38,0.49,1897910.0
1750,1750,SPX,20170413,2341.98,2328.95,2348.26,2328.95,2344.93,-15.98,-0.68,0.82,1764747.0
1749,1749,SPX,20170417,2332.62,2349.01,2349.14,2332.51,2328.95,20.06,0.86,0.71,1626264.0
1748,1748,SPX,20170418,2342.53,2342.19,2348.35,2334.54,2349.01,-6.82,-0.29,0.59,1903471.0
1747,1747,SPX,20170419,2346.79,2338.17,2352.63,2335.05,2342.19,-4.02,-0.17,0.75,1946833.0
1746,1746,SPX,20170420,2342.69,2355.84,2361.37,2340.91,2338.17,17.67,0.76,0.88,2089716.0
1745,1745,SPX,20170421,2354.74,2348.69,2356.18,2344.51,2355.84,-7.15,-0.3,0.5,2071759.0
1744,1744,SPX,20170424,2370.33,2374.15,2376.98,2369.19,2348.69,25.46,1.08,0.33,2248662.0
1743,1743,SPX,20170425,2381.51,2388.61,2392.48,2381.15,2374.15,14.46,0.61,0.48,2304917.0
1742,1742,SPX,20170426,2388.98,2387.45,2398.16,2386.76,2388.61,-1.16,-0.05,0.48,2223616.0
1741,1741,SPX,20170427,2389.7,2388.77,2392.1,2382.68,2387.45,1.32,0.06,0.39,2205559.0
1740,1740,SPX,20170428,2393.68,2384.2,2393.68,2382.36,2388.77,-4.57,-0.19,0.47,2239465.0
1739,1739,SPX,20170501,2388.5,2388.33,2394.49,2384.83,2384.2,4.13,0.17,0.41,1893003.0
1738,1738,SPX,20170502,2391.05,2391.17,2392.93,2385.82,2388.33,2.84,0.12,0.3,2371689.0
1737,1737,SPX,20170503,2386.5,2388.13,2389.82,2379.75,2391.17,-3.04,-0.13,0.42,2270224.0
1736,1736,SPX,20170504,2389.79,2389.52,2391.43,2380.35,2388.13,1.39,0.06,0.46,2236620.0
1735,1735,SPX,20170505,2392.37,2399.29,2399.29,2389.38,2389.52,9.77,0.41,0.41,1823790.0
1734,1734,SPX,20170508,2399.94,2399.38,2401.36,2393.92,2399.29,0.09,0.0,0.31,1845375.0
1733,1733,SPX,20170509,2401.58,2396.92,2403.87,2392.44,2399.38,-2.46,-0.1,0.48,1855963.0
1732,1732,SPX,20170510,2396.79,2399.63,2399.74,2392.79,2396.92,2.71,0.11,0.29,1985193.0
1731,1731,SPX,20170511,2394.84,2394.44,2395.72,2381.74,2399.63,-5.19,-0.22,0.58,2024700.0
1730,1730,SPX,20170512,2392.44,2390.9,2392.44,2387.19,2394.44,-3.54,-0.15,0.22,1786639.0
1729,1729,SPX,20170515,2393.98,2402.32,2404.05,2393.94,2390.9,11.42,0.48,0.42,1896371.0
1728,1728,SPX,20170516,2404.55,2400.67,2405.77,2396.05,2402.32,-1.65,-0.07,0.4,2039120.0
1727,1727,SPX,20170517,2382.95,2357.03,2384.87,2356.21,2400.67,-43.64,-1.82,1.19,2717639.0
1726,1726,SPX,20170518,2354.69,2365.72,2375.74,2352.72,2357.03,8.69,0.37,0.98,2308543.0
1725,1725,SPX,20170519,2371.37,2381.73,2389.06,2370.43,2365.72,16.01,0.68,0.79,2249728.0
1724,1724,SPX,20170522,2387.21,2394.02,2395.46,2386.92,2381.73,12.29,0.52,0.36,1858439.0
1723,1723,SPX,20170523,2397.04,2398.42,2400.85,2393.88,2394.02,4.4,0.18,0.29,1770956.0
1722,1722,SPX,20170524,2401.41,2404.39,2405.58,2397.99,2398.42,5.97,0.25,0.32,1797590.0
1721,1721,SPX,20170525,2409.54,2415.07,2418.71,2408.01,2404.39,10.68,0.44,0.45,2010590.0
1720,1720,SPX,20170526,2414.5,2415.82,2416.68,2412.2,2415.07,0.75,0.03,0.19,1524512.0
1719,1719,SPX,20170530,2411.67,2412.91,2415.26,2409.43,2415.82,-2.91,-0.12,0.24,1776699.0
1718,1718,SPX,20170531,2415.63,2411.8,2415.99,2403.59,2412.91,-1.11,-0.05,0.51,2610802.0
1717,1717,SPX,20170601,2415.65,2430.06,2430.06,2413.54,2411.8,18.26,0.76,0.68,2156065.0
1716,1716,SPX,20170602,2431.28,2439.07,2440.23,2427.71,2430.06,9.01,0.37,0.52,2017388.0
1715,1715,SPX,20170605,2437.83,2436.1,2439.55,2434.32,2439.07,-2.97,-0.12,0.21,1742363.0
1714,1714,SPX,20170606,2431.92,2429.33,2436.21,2428.12,2436.1,-6.77,-0.28,0.33,1972388.0
1713,1713,SPX,20170607,2432.03,2433.14,2435.28,2424.75,2429.33,3.81,0.16,0.43,2087406.0
1712,1712,SPX,20170608,2434.27,2433.79,2439.27,2427.94,2433.14,0.65,0.03,0.47,2247663.0
1711,1711,SPX,20170609,2436.39,2431.77,2446.2,2415.7,2433.79,-2.02,-0.08,1.25,2624858.0
1710,1710,SPX,20170612,2425.88,2429.39,2430.38,2419.97,2431.77,-2.38,-0.1,0.43,2715835.0
1709,1709,SPX,20170613,2434.15,2440.35,2441.49,2431.28,2429.39,10.96,0.45,0.42,2078680.0
1708,1708,SPX,20170614,2443.75,2437.92,2443.75,2428.34,2440.35,-2.43,-0.1,0.63,2077561.0
1707,1707,SPX,20170615,2424.14,2432.46,2433.95,2418.53,2437.92,-5.46,-0.22,0.63,2056413.0
1706,1706,SPX,20170616,2431.24,2433.15,2433.15,2422.88,2432.46,0.69,0.03,0.42,3474906.0
1705,1705,SPX,20170619,2442.55,2453.46,2453.82,2441.79,2433.15,20.31,0.83,0.49,1881643.0
1704,1704,SPX,20170620,2450.66,2437.03,2450.66,2436.6,2453.46,-16.43,-0.67,0.57,1981273.0
1703,1703,SPX,20170621,2439.31,2435.61,2442.23,2430.74,2437.03,-1.42,-0.06,0.47,2194973.0
1702,1702,SPX,20170622,2437.4,2434.5,2441.62,2433.27,2435.61,-1.11,-0.05,0.34,1975028.0
1701,1701,SPX,20170623,2434.65,2438.3,2441.4,2431.11,2434.5,3.8,0.16,0.42,2954291.0
1700,1700,SPX,20170626,2443.32,2439.07,2450.42,2437.03,2438.3,0.77,0.03,0.55,1807411.0
1699,1699,SPX,20170627,2436.34,2419.38,2440.15,2419.38,2439.07,-19.69,-0.81,0.85,2029472.0
1698,1698,SPX,20170628,2428.7,2440.69,2442.97,2428.02,2419.38,21.31,0.88,0.62,1978838.0
1697,1697,SPX,20170629,2442.38,2419.7,2442.73,2405.7,2440.69,-20.99,-0.86,1.52,2437153.0
1696,1696,SPX,20170630,2429.2,2423.41,2432.71,2421.65,2419.7,3.71,0.15,0.46,2068473.0
1695,1695,SPX,20170703,2431.39,2429.01,2439.17,2428.69,2423.41,5.6,0.23,0.43,1196619.0
1694,1694,SPX,20170705,2430.78,2432.54,2434.9,2422.05,2429.01,3.53,0.15,0.53,2001772.0
1693,1693,SPX,20170706,2423.44,2409.75,2424.28,2407.7,2432.54,-22.79,-0.94,0.68,2021301.0
1692,1692,SPX,20170707,2413.52,2425.18,2426.92,2413.52,2409.75,15.43,0.64,0.56,1668168.0
1691,1691,SPX,20170710,2424.51,2427.43,2432.0,2422.27,2425.18,2.25,0.09,0.4,1767991.0
1690,1690,SPX,20170711,2427.35,2425.53,2429.3,2412.79,2427.43,-1.9,-0.08,0.68,1732498.0
1689,1689,SPX,20170712,2435.75,2443.25,2445.76,2435.75,2425.53,17.72,0.73,0.41,1856436.0
1688,1688,SPX,20170713,2444.99,2447.83,2449.32,2441.69,2443.25,4.58,0.19,0.31,1845640.0
1687,1687,SPX,20170714,2449.16,2459.27,2463.54,2446.69,2447.83,11.44,0.47,0.69,1667639.0
1686,1686,SPX,20170717,2459.5,2459.14,2462.82,2457.16,2459.27,-0.13,-0.01,0.23,1655943.0
1685,1685,SPX,20170718,2455.88,2460.61,2460.92,2450.34,2459.14,1.47,0.06,0.43,1750952.0
1684,1684,SPX,20170719,2463.85,2473.83,2473.83,2463.85,2460.61,13.22,0.54,0.41,1849694.0
1683,1683,SPX,20170720,2475.56,2473.45,2477.62,2468.43,2473.83,-0.38,-0.02,0.37,1993809.0
1682,1682,SPX,20170721,2467.4,2472.54,2472.54,2465.06,2473.45,-0.91,-0.04,0.3,1946505.0
1681,1681,SPX,20170724,2472.04,2469.91,2473.1,2466.32,2472.54,-2.63,-0.11,0.27,1943951.0
1680,1680,SPX,20170725,2477.88,2477.13,2481.24,2474.91,2469.91,7.22,0.29,0.26,2373902.0
1679,1679,SPX,20170726,2479.97,2477.83,2481.69,2474.94,2477.13,0.7,0.03,0.27,2261843.0
1678,1678,SPX,20170727,2482.76,2475.42,2484.04,2459.93,2477.83,-2.41,-0.1,0.97,2677231.0
1677,1677,SPX,20170728,2469.12,2472.1,2473.53,2464.66,2475.42,-3.32,-0.13,0.36,2043354.0
1676,1676,SPX,20170731,2475.94,2470.3,2477.96,2468.53,2472.1,-1.8,-0.07,0.38,2189634.0
1675,1675,SPX,20170801,2477.1,2476.35,2478.51,2471.14,2470.3,6.05,0.24,0.3,2076284.0
1674,1674,SPX,20170802,2480.38,2477.57,2480.38,2466.48,2476.35,1.22,0.05,0.56,2125484.0
1673,1673,SPX,20170803,2476.03,2472.16,2476.03,2468.85,2477.57,-5.41,-0.22,0.29,2039487.0
1672,1672,SPX,20170804,2476.88,2476.83,2480.0,2472.08,2472.16,4.67,0.19,0.32,1869114.0
1671,1671,SPX,20170807,2477.14,2480.91,2480.95,2475.88,2476.83,4.08,0.16,0.2,1639568.0
1670,1670,SPX,20170808,2478.35,2474.92,2490.87,2470.32,2480.91,-5.99,-0.24,0.83,1826291.0
1669,1669,SPX,20170809,2465.35,2474.02,2474.41,2462.08,2474.92,-0.9,-0.04,0.5,1821056.0
1668,1668,SPX,20170810,2465.38,2438.21,2465.38,2437.75,2474.02,-35.81,-1.45,1.12,2079315.0
1667,1667,SPX,20170811,2441.04,2441.32,2448.09,2437.85,2438.21,3.11,0.13,0.42,1659263.0
1666,1666,SPX,20170814,2454.96,2465.84,2468.22,2454.96,2441.32,24.52,1.0,0.54,1586224.0
1665,1665,SPX,20170815,2468.66,2464.61,2468.9,2461.61,2465.84,-1.23,-0.05,0.3,1689634.0
1664,1664,SPX,20170816,2468.63,2468.11,2474.93,2463.86,2464.61,3.5,0.14,0.45,1686070.0
1663,1663,SPX,20170817,2462.95,2430.01,2465.02,2430.01,2468.11,-38.1,-1.54,1.42,1929351.0
1662,1662,SPX,20170818,2427.64,2425.55,2440.27,2420.69,2430.01,-4.46,-0.18,0.81,1962081.0
1661,1661,SPX,20170821,2425.5,2428.37,2430.58,2417.35,2425.55,2.82,0.12,0.55,1635774.0
1660,1660,SPX,20170822,2433.75,2452.51,2454.77,2433.67,2428.37,24.14,0.99,0.87,1588714.0
1659,1659,SPX,20170823,2444.88,2444.04,2448.91,2441.42,2452.51,-8.47,-0.35,0.31,1583454.0
